product_id,product_name,product_width,product_length,material,color,packaging_weight,manufacturer,price,release_date
267,Horseradish - Prepared,16.83,41.95,glass,Red,5.46,Myworks,931.12,9/10/2011
268,"Bread - Roll, Canadian Dinner",37.86,84.39,glass,Turquoise,8.82,Realblab,299.68,8/19/2014
269,Irish Cream - Butterscotch,17.89,63.84,plastic,Indigo,1.31,Kazu,49.0,3/25/2019
270,Coffee - Hazelnut Cream,17.47,96.98,glass,Puce,6.04,Eadel,210.85,1/31/2021
271,Food Colouring - Green,28.4,73.52,wood,Green,3.63,Abatz,830.56,4/6/2005
272,Veal - Kidney,36.79,33.68,glass,Mauv,1.25,Mycat,455.96,8/13/2000
273,Cup - Paper 10oz 92959,46.97,99.03,plastic,Fuscia,2.88,Oba,90.11,7/29/2013
274,Vinegar - Cider,48.15,94.8,glass,Fuscia,0.11,Einti,443.79,4/29/2021
275,Lettuce - Treviso,5.6,97.38,glass,Crimson,7.28,Skinte,406.49,3/27/2010
276,Boogies,54.0,16.62,glass,Violet,7.26,Fiveclub,726.6,1/18/2009
277,Curry Powder,11.73,78.83,glass,Indigo,3.44,Devpoint,509.42,11/14/2005
278,Turnip - Mini,85.63,67.83,glass,Crimson,3.75,Ailane,339.43,12/16/2021
279,V8 - Vegetable Cocktail,12.02,31.93,plastic,Red,6.92,Babbleblab,12.5,5/7/2019
280,Coffee Cup 8oz 5338cd,88.74,8.22,wood,Goldenrod,3.39,Wikido,716.27,11/15/2010
281,Soup - Tomato Mush. Florentine,43.68,42.16,glass,Orange,5.64,Quimm,480.44,4/15/2009
282,Cup - 4oz Translucent,7.62,48.45,glass,Turquoise,3.54,Tazz,958.32,11/3/2017
283,"Cherries - Bing, Canned",91.78,71.69,glass,Maroon,3.63,Realcube,626.24,3/9/2016
284,Pasta - Angel Hair,61.29,64.24,wood,Blue,7.31,Leenti,20.95,10/9/2000
285,Lettuce - Escarole,16.39,66.92,metal,Khaki,8.82,Quamba,982.43,1/22/2009
286,Vinegar - Balsamic,71.07,6.37,metal,Purple,7.16,Zoombox,32.04,1/24/2013
287,Tea - Jasmin Green,17.65,30.09,plastic,Green,2.16,Kamba,415.33,6/1/2017
288,Persimmons,87.65,27.58,wood,Goldenrod,6.34,Realpoint,716.64,4/7/2012
289,Juice - Propel Sport,45.74,19.11,metal,Orange,0.72,Riffwire,62.36,12/3/2001
290,Spice - Peppercorn Melange,87.89,99.9,metal,Yellow,4.54,Youfeed,142.22,12/14/2012
291,Bread - Crusty Italian Poly,97.52,80.68,metal,Khaki,4.15,Eidel,220.94,8/16/2001
292,Pork - Bones,68.57,31.4,wood,Fuscia,4.9,Omba,120.14,1/15/2018
293,Bread - Wheat Baguette,51.68,13.41,glass,Khaki,8.99,Rooxo,630.23,8/27/2007
294,Beets - Mini Golden,76.02,58.36,wood,Goldenrod,2.02,Cogidoo,543.8,11/14/2015
295,Pork Loin Bine - In Frenched,76.94,80.64,glass,Teal,6.48,Wikizz,89.63,7/21/2017
296,"Mushrooms - Black, Dried",59.83,12.79,glass,Maroon,9.67,Rhynyx,611.8,8/15/2018
297,Pear - Halves,89.81,38.47,wood,Teal,9.63,Kwilith,722.21,11/19/2019
298,"Water - Mineral, Natural",31.11,57.33,plastic,Red,6.87,Ntag,521.19,12/24/2021
299,"Beans - Long, Chinese",89.52,38.6,plastic,Green,3.99,Quaxo,771.35,12/17/2015
300,Radish - Pickled,66.8,54.77,plastic,Fuscia,3.5,Topicblab,828.15,4/25/2000
301,"Rum - Cream, Amarula",88.13,53.68,wood,Pink,7.79,Lajo,912.64,1/17/2015
302,Jam - Raspberry,57.61,2.09,wood,Fuscia,3.63,Teklist,567.82,11/19/2021
303,Cream - 10%,54.37,81.19,metal,Khaki,2.43,Voolith,442.88,6/30/2003
304,"Mop Head - Cotton, 24 Oz",9.71,37.63,wood,Goldenrod,4.45,Twitterbridge,790.58,8/7/2019
305,Butcher Twine 4r,31.25,74.11,glass,Violet,0.61,Mynte,679.46,9/28/2008
306,"Mushroom - Enoki, Fresh",74.05,97.13,metal,Yellow,3.55,Dabtype,944.16,1/5/2005
307,"Chocolate - Pistoles, Lactee, Milk",65.12,15.28,plastic,Red,4.4,Quinu,19.45,7/29/2019
308,Beer - Blue,81.89,34.93,wood,Yellow,4.76,Rhynoodle,156.51,12/26/2001
309,Beef - Tenderloin Tails,90.47,8.83,glass,Goldenrod,9.21,Zoovu,769.48,1/30/2010
310,Plasticspoonblack,29.82,31.93,wood,Yellow,9.58,Eayo,108.11,3/24/2019
311,"Melon - Watermelon, Seedless",27.9,34.05,wood,Purple,8.43,Browsetype,503.54,10/4/2003
312,"Cake Circle, Foil, Scallop",1.73,94.6,glass,Khaki,1.13,Browsetype,344.48,10/25/2013
313,Sole - Fillet,86.66,62.63,glass,Teal,4.84,Divavu,258.71,1/13/2003
314,Bar Nature Valley,88.02,69.73,metal,Indigo,4.05,Skyba,656.71,4/22/2012
315,Sansho Powder,62.65,78.6,metal,Orange,7.26,Shuffledrive,472.24,8/18/2013
316,"Cherries - Bing, Canned",18.55,92.68,metal,Orange,3.04,Kare,821.28,9/26/2022
317,Tamarind Paste,68.64,25.28,glass,Indigo,2.79,Livetube,133.95,1/20/2001
318,Towels - Paper / Kraft,12.58,16.74,wood,Puce,4.47,Riffpath,335.93,10/30/2004
319,Wine - Two Oceans Cabernet,70.65,28.03,plastic,Crimson,5.68,Oyoloo,987.01,7/11/2001
320,Wine - Crozes Hermitage E.,90.38,74.57,plastic,Fuscia,7.24,Buzzbean,520.9,3/25/2018
321,Beer - Molson Excel,18.61,66.26,wood,Pink,1.74,Eidel,131.68,2/25/2012
322,Green Tea Refresher,11.4,63.19,metal,Indigo,4.12,Mybuzz,156.92,10/31/2004
323,Chocolate - White,6.75,89.54,glass,Puce,4.77,Tagfeed,366.48,6/9/2018
324,Longos - Grilled Chicken With,50.76,39.46,wood,Orange,4.13,Realmix,816.75,2/18/2019
325,Cheese - Comte,90.2,31.78,glass,Mauv,8.8,Yakijo,220.32,4/7/2015
326,Coffee - Egg Nog Capuccino,89.85,57.97,glass,Goldenrod,8.3,Skimia,334.36,4/1/2005
327,"Soup - Campbells, Classic Chix",74.87,46.1,glass,Teal,4.48,Yambee,40.65,1/10/2008
328,Piping Jelly - All Colours,17.99,34.37,plastic,Blue,6.91,Agimba,460.73,7/14/2007
329,"Napkin - Dinner, White",27.87,48.87,plastic,Yellow,7.9,Youspan,288.47,3/9/2017
330,Soup - Campbells - Chicken Noodle,6.95,25.3,plastic,Purple,2.28,Meevee,609.95,11/20/2004
331,Longos - Grilled Veg Sandwiches,63.25,78.62,plastic,Purple,6.42,Dabtype,78.04,3/7/2009
332,Juice - Mango,59.5,73.89,wood,Red,9.48,Jayo,286.72,6/17/2013
333,Yoghurt Tubes,79.32,43.91,metal,Purple,3.01,Livetube,203.69,3/20/2018
334,Muffin - Banana Nut Individual,55.97,16.66,plastic,Puce,2.56,Yakitri,769.63,6/3/2005
335,Nantucket - Pomegranate Pear,44.42,88.01,metal,Red,0.25,Linklinks,665.38,9/15/2010
336,Bread - Italian Roll With Herbs,35.63,64.08,plastic,Goldenrod,1.61,Youopia,997.27,10/7/2006
337,Pastry - Baked Cinnamon Stick,52.27,39.43,wood,Indigo,6.67,Gabcube,880.49,8/2/2013
338,"Beef - Tongue, Cooked",1.72,51.54,metal,Crimson,8.81,Realmix,794.99,2/23/2003
339,Pike - Frozen Fillet,95.94,22.03,metal,Turquoise,2.07,Quinu,360.0,4/16/2019
340,"Bread - Roll, Italian",21.14,46.76,glass,Crimson,2.18,Wikizz,157.37,5/10/2007
341,Pate - Liver,27.77,68.21,glass,Mauv,9.82,Yakitri,50.63,6/8/2005
342,Dome Lid Clear P92008h,43.36,29.49,wood,Green,6.69,Yambee,379.97,9/24/2020
343,"Jam - Blackberry, 20 Ml Jar",19.96,40.39,metal,Puce,7.84,Oyondu,399.45,10/14/2021
344,Soup - Chicken And Wild Rice,85.71,98.25,plastic,Crimson,2.52,Zoomdog,280.37,6/21/2005
345,Bread - Multigrain Oval,97.43,14.3,metal,Violet,9.14,Oba,817.01,5/21/2003
346,Lamb - Rack,90.88,84.4,metal,Aquamarine,4.25,Eare,22.26,1/2/2007
347,Appetizer - Southwestern,27.45,19.34,wood,Goldenrod,8.51,Flipstorm,25.47,5/31/2012
348,Soup Campbells Mexicali Tortilla,41.98,40.01,glass,Yellow,7.92,Skimia,316.95,8/16/2002
349,Trueblue - Blueberry 12x473ml,67.0,58.95,metal,Blue,7.73,Blogpad,508.85,9/27/2020
350,Bandage - Flexible Neon,3.1,46.3,glass,Puce,4.84,Skippad,507.36,1/13/2017
351,Bar - Granola Trail Mix Fruit Nut,19.36,51.28,plastic,Turquoise,5.99,Abata,314.72,8/21/2003
352,"Oil - Truffle, Black",20.43,85.35,plastic,Pink,7.59,Yabox,595.36,3/8/2018
353,Pastry - Banana Muffin - Mini,7.16,40.54,glass,Turquoise,8.06,Twimbo,174.8,2/21/2012
354,French Pastries,61.75,10.49,wood,Turquoise,0.52,Chatterbridge,461.03,9/13/2008
355,Fenngreek Seed,19.57,92.66,metal,Aquamarine,6.66,Skipfire,413.98,6/18/2017
356,"Chicken - Base, Ultimate",26.41,2.43,wood,Pink,7.76,Kwilith,456.02,3/21/2013
357,Lamb Tenderloin Nz Fr,46.04,88.74,metal,Fuscia,3.34,Blogspan,154.82,4/8/2018
358,"Pepper - Black, Ground",65.51,40.44,glass,Crimson,1.3,Geba,682.58,11/5/2014
359,Mahi Mahi,34.77,70.81,metal,Purple,0.19,Zoomzone,121.6,9/30/2016
360,Fork - Plastic,2.76,66.56,metal,Violet,7.42,Browsetype,495.77,5/23/2017
361,Beer - True North Strong Ale,58.56,26.08,wood,Maroon,3.01,Quire,12.3,3/19/2006
362,Sausage - Meat,55.39,32.75,glass,Pink,0.4,Tazz,629.88,3/29/2000
363,Beans - Green,21.34,79.42,plastic,Maroon,1.71,Wikibox,628.52,8/21/2019
364,"Iced Tea - Lemon, 460 Ml",37.03,45.64,wood,Puce,2.14,Brainverse,446.63,4/23/2003
365,The Pop Shoppe - Root Beer,31.26,44.29,wood,Indigo,8.79,Divanoodle,36.39,10/29/2018
366,"Tomatoes - Vine Ripe, Red",2.26,53.64,plastic,Puce,7.19,Zooxo,388.75,10/18/2015
367,Bagel - Sesame Seed Presliced,54.34,82.75,glass,Turquoise,3.47,Cogilith,247.43,1/1/2002
368,Chinese Foods - Chicken,87.92,14.82,glass,Indigo,5.88,Skinix,282.47,4/20/2016
369,Carbonated Water - Peach,68.49,35.61,glass,Orange,4.92,Meemm,473.4,8/25/2021
370,Venison - Racks Frenched,61.43,36.05,wood,Violet,5.28,Tazz,279.97,2/14/2004
371,"Cookies - Oreo, 4 Pack",69.01,79.54,glass,Indigo,1.96,Leexo,485.81,7/11/2015
372,Latex Rubber Gloves Size 9,33.05,91.22,glass,Red,3.26,Quinu,298.24,11/6/2010
373,"Rum - Coconut, Malibu",97.75,89.45,plastic,Khaki,1.53,Topiczoom,142.42,4/28/2001
374,Broom - Corn,18.47,38.83,metal,Yellow,4.17,Tagopia,407.8,11/28/2008
375,Muffin Mix - Banana Nut,37.88,91.99,glass,Orange,3.3,Zoozzy,106.75,5/16/2014
376,Shrimp - Black Tiger 16/20,55.55,4.43,plastic,Turquoise,1.2,Twitterbridge,54.48,9/13/2015
377,Jameson Irish Whiskey,58.67,94.9,plastic,Blue,8.3,Leenti,217.96,10/14/2012
378,Russian Prince,88.98,43.81,wood,Fuscia,3.37,Fliptune,938.04,12/7/2021
379,Sauce - Oyster,74.6,34.07,glass,Orange,1.14,Yotz,613.79,11/29/2012
380,Mix - Cocktail Strawberry Daiquiri,23.99,65.4,plastic,Fuscia,2.24,Jabbersphere,211.47,12/25/2008
381,"Soup - Campbells, Chix Gumbo",48.28,49.32,wood,Red,1.08,Twitternation,935.02,11/24/2012
382,Gloves - Goldtouch Disposable,65.58,19.25,wood,Teal,9.67,Fatz,476.6,5/1/2007
383,Milk - Condensed,54.97,7.82,wood,Purple,5.35,Myworks,645.06,12/17/2017
384,Coffee Swiss Choc Almond,63.66,32.11,plastic,Pink,8.18,Roombo,95.96,2/1/2021
385,Squash - Pepper,42.6,89.94,wood,Khaki,0.71,Twimm,221.71,7/14/2010
386,Sauce - Oyster,94.39,71.23,wood,Goldenrod,5.54,Demizz,498.27,1/5/2019
387,Napkin - Beverage 1 Ply,66.06,57.61,metal,Red,0.71,Tambee,549.59,11/29/2019
388,Vanilla Beans,50.59,87.26,glass,Crimson,4.74,Cogibox,159.65,1/4/2000
389,"Chocolate - Semi Sweet, Calets",12.04,38.81,metal,Crimson,4.65,Centimia,666.44,5/28/2001
390,Soup - Cream Of Potato / Leek,87.89,54.47,plastic,Crimson,2.72,Skinix,639.42,5/10/2007
391,Salmon Steak - Cohoe 8 Oz,58.6,37.79,glass,Yellow,8.88,Jatri,962.1,9/11/2022
392,Fork - Plastic,42.36,63.53,plastic,Purple,0.69,Mymm,677.35,7/28/2005
393,"Yogurt - Raspberry, 175 Gr",90.1,18.82,wood,Goldenrod,1.51,Rhybox,792.19,9/4/2016
394,Rabbit - Frozen,26.51,48.11,glass,Fuscia,8.12,Centizu,422.17,2/11/2001
395,Pork - Sausage Casing,87.03,65.37,plastic,Aquamarine,5.56,Browsezoom,241.92,1/5/2021
396,Soup Campbells - Tomato Bisque,98.9,91.56,wood,Pink,8.88,Edgeify,98.19,2/16/2020
397,Sage Ground Wiberg,24.91,49.06,metal,Pink,2.69,Brightbean,443.97,12/10/2018
398,Curry Powder Madras,54.39,8.49,plastic,Pink,4.3,Photofeed,840.35,10/10/2008
399,Lemon Balm - Fresh,48.74,49.1,plastic,Pink,8.18,Tagtune,359.47,1/26/2017
400,Pomegranates,49.89,70.96,glass,Mauv,6.15,Edgeblab,533.89,9/19/2013
401,"Brocolinni - Gaylan, Chinese",71.11,93.07,plastic,Orange,6.75,Eadel,275.28,7/11/2006
402,Pickles - Gherkins,66.77,82.08,metal,Yellow,4.1,Twitterbridge,466.19,12/4/2003
403,Sour Puss Sour Apple,64.39,36.38,metal,Khaki,3.94,Lazz,38.74,6/1/2008
404,"Nut - Pistachio, Shelled",82.59,52.62,metal,Goldenrod,5.3,Vipe,969.93,12/28/2005
405,Pop - Club Soda Can,44.29,91.02,wood,Violet,4.95,Blogpad,56.31,11/12/2001
406,Milk - Chocolate 250 Ml,56.49,78.89,plastic,Indigo,2.99,Topdrive,740.13,7/20/2008
407,Paste - Black Olive,98.08,5.3,glass,Goldenrod,7.12,Realbuzz,90.93,2/17/2007
408,Slt - Individual Portions,91.83,71.49,metal,Turquoise,6.73,Livepath,807.19,6/9/2013
409,Danishes - Mini Raspberry,95.59,58.48,glass,Maroon,8.63,Realfire,363.55,12/25/2021
410,Longos - Grilled Chicken With,33.58,76.05,glass,Aquamarine,7.88,Zooveo,320.17,12/19/2013
411,Aspic - Amber,61.38,76.74,metal,Yellow,5.59,Skajo,735.23,8/19/2000
412,Yeast Dry - Fermipan,71.98,7.75,plastic,Crimson,9.17,Realbuzz,1.26,9/13/2019
413,Wine - Chianti Classica Docg,44.34,58.92,plastic,Yellow,5.43,Yoveo,102.48,3/1/2006
414,"Champagne - Brights, Dry",2.25,11.29,wood,Aquamarine,8.96,Dynabox,92.4,9/7/2007
415,Duck - Legs,47.58,2.44,plastic,Fuscia,3.2,Oyope,444.17,12/29/2011
416,Apple - Fuji,70.51,10.92,plastic,Goldenrod,1.5,Meetz,392.52,6/16/2008
417,Bread - Onion Focaccia,7.18,72.3,plastic,Violet,9.63,Skyble,478.72,9/8/2011
418,"Crab - Dungeness, Whole",26.06,24.72,wood,Pink,6.24,Aivee,813.08,11/27/2021
419,Chickensplit Half,21.3,31.47,metal,Green,2.0,Zoonder,709.33,2/9/2009
420,Bread Base - Italian,34.73,80.3,plastic,Crimson,1.75,Eare,320.95,12/13/2004
421,Onion Powder,35.2,39.64,metal,Indigo,0.73,Skyndu,811.13,10/25/2020
422,"Nut - Pecan, Pieces",41.8,50.48,metal,Fuscia,1.92,Yambee,57.38,11/8/2002
423,"Tart Shells - Savory, 4",41.5,87.44,wood,Violet,2.02,Mita,263.35,6/14/2005
424,Puree - Mango,54.38,35.72,glass,Orange,3.85,Jayo,777.82,7/7/2018
425,"Zucchini - Mini, Green",52.71,69.08,glass,Purple,7.07,Tagcat,865.34,5/3/2016
426,Phyllo Dough,12.61,84.22,wood,Goldenrod,9.21,Latz,604.41,10/17/2007
427,Veal - Liver,12.78,75.2,wood,Purple,2.99,Zoozzy,955.28,1/30/2006
428,Whmis - Spray Bottle Trigger,69.76,81.9,wood,Khaki,0.37,Zoombeat,52.98,12/23/2005
429,Cheese - Sheep Milk,80.53,58.56,plastic,Puce,4.48,Dynava,503.56,8/2/2020
430,"Beef - Bones, Marrow",38.49,74.08,wood,Violet,9.2,Jaloo,445.28,6/13/2019
431,Cheese - Swiss Sliced,66.24,36.14,plastic,Purple,3.91,Youspan,2.34,9/26/2010
432,Arrowroot,60.67,49.53,metal,Indigo,7.01,Twitterwire,531.51,11/29/2009
433,"Nut - Hazelnut, Whole",38.86,79.61,glass,Violet,9.99,Lazz,813.61,8/14/2013
434,Vol Au Vents,90.06,97.53,metal,Goldenrod,1.14,Twimm,747.31,4/4/2002
435,Bar - Sweet And Salty Chocolate,11.68,73.79,metal,Fuscia,6.34,Skaboo,376.83,4/12/2008
436,Thyme - Dried,16.16,33.06,glass,Yellow,0.12,Yabox,665.05,8/31/2005
437,Basil - Fresh,39.62,33.85,wood,Blue,3.38,Yodo,901.32,6/4/2017
438,Parsley Italian - Fresh,77.18,24.83,wood,Mauv,2.03,Jabbersphere,857.44,8/8/2014
439,Pop - Club Soda Can,12.25,76.63,metal,Aquamarine,4.92,Abata,201.83,6/27/2002
440,"Lemonade - Kiwi, 591 Ml",69.17,68.68,wood,Crimson,3.37,Oloo,714.3,12/25/2007
441,Chinese Foods - Cantonese,37.18,59.62,metal,Crimson,6.4,Twitterbeat,121.95,8/21/2018
442,Ecolab Digiclean Mild Fm,71.25,63.0,wood,Aquamarine,6.82,Blogtags,0.72,8/10/2000
443,Shallots,86.43,88.53,plastic,Green,1.99,Skidoo,611.21,9/1/2007
444,Magnotta - Bel Paese White,77.45,73.66,plastic,Green,7.61,Gigashots,922.32,10/6/2009
445,Chocolate - Sugar Free Semi Choc,61.9,49.79,plastic,Turquoise,7.22,Miboo,78.17,9/18/2018
446,Bacardi Limon,72.45,38.49,wood,Teal,1.36,Flipstorm,869.98,1/8/2016
447,Asparagus - Mexican,88.79,5.72,glass,Red,7.61,Zoomcast,565.62,11/21/2017
448,Wine - Conde De Valdemar,10.75,29.6,glass,Purple,4.48,Dabshots,438.16,2/12/2018
449,Haggis,99.87,32.13,glass,Fuscia,9.64,Zoonoodle,432.51,6/7/2011
450,Smoked Tongue,61.02,15.39,plastic,Yellow,0.63,Lajo,687.39,11/21/2018
451,Flavouring - Raspberry,72.56,90.37,glass,Maroon,7.32,Aimbo,850.47,1/24/2009
452,"Tarragon - Primerba, Paste",86.8,12.18,glass,Indigo,3.63,Talane,518.11,6/20/2002
453,Mountain Dew,57.29,21.06,glass,Blue,2.36,Eare,179.2,11/27/2020
454,"Bread - Bagels, Mini",87.58,64.29,wood,Aquamarine,9.83,Dabvine,954.82,7/11/2016
455,Pineapple - Golden,13.97,23.18,glass,Blue,7.44,Gigazoom,261.61,11/15/2013
456,Tumeric,30.25,83.29,metal,Mauv,5.48,Babbleset,504.21,1/10/2003
457,Cinnamon Rolls,28.25,81.38,glass,Khaki,4.56,Skajo,23.26,8/9/2013
458,Muffin Chocolate Individual Wrap,50.61,17.91,wood,Blue,6.98,Brightbean,995.79,8/16/2006
459,Milk - Buttermilk,55.93,42.82,plastic,Orange,3.07,Cogibox,945.59,1/21/2021
460,"Tarragon - Primerba, Paste",57.74,53.63,glass,Violet,1.43,Bluezoom,520.52,2/9/2005
461,Muffins - Assorted,50.14,89.1,glass,Orange,7.76,Viva,458.66,3/22/2008
462,"Loaf Pan - 2 Lb, Foil",94.21,81.19,metal,Turquoise,8.83,Jatri,887.01,5/9/2001
463,Lettuce - Radicchio,71.58,70.76,glass,Aquamarine,5.35,Meejo,343.9,8/9/2012
464,Sobe - Lizard Fuel,86.39,87.3,glass,Blue,4.42,Oba,838.44,4/4/2005
465,Pate - Cognac,26.4,52.31,plastic,Yellow,7.98,Rooxo,507.15,4/8/2010
466,"Chicken - Diced, Cooked",67.97,13.59,glass,Crimson,0.47,Aimbo,858.4,8/3/2005
467,Coffee - Ristretto Coffee Capsule,79.34,39.6,glass,Fuscia,7.29,Skipstorm,130.64,2/12/2000
468,Wine - Chablis 2003 Champs,39.97,57.07,plastic,Violet,4.94,Jaxspan,986.01,5/30/2006
469,Blueberries - Frozen,4.97,35.31,glass,Red,9.73,Mynte,37.68,6/21/2003
470,Olives - Nicoise,58.98,92.45,plastic,Maroon,9.39,Eayo,492.67,8/9/2006
471,Pastry - Plain Baked Croissant,48.93,58.35,plastic,Orange,1.36,Dynazzy,331.37,10/8/2005
472,"Oil - Food, Lacquer Spray",75.65,71.95,glass,Teal,1.24,Skajo,396.84,12/7/2019
473,Bread Base - Toscano,60.58,38.58,metal,Orange,6.5,Feedbug,936.49,8/29/2007
474,Fork - Plastic,45.05,22.41,metal,Purple,1.47,Abatz,43.28,1/5/2014
475,"Cheese - Brie, Triple Creme",17.83,55.89,plastic,Fuscia,2.49,Eayo,463.87,1/31/2007
476,Mushroom - Portebello,26.2,8.88,wood,Indigo,9.26,Shuffledrive,71.95,3/6/2010
477,Bread - French Stick,3.1,32.8,plastic,Fuscia,5.32,Bubblebox,220.34,2/8/2017
478,Ice Cream - Super Sandwich,62.19,83.62,metal,Maroon,5.47,Ooba,611.73,3/2/2018
479,Cardamon Seed / Pod,39.84,27.21,metal,Orange,0.57,Linkbuzz,905.06,5/30/2016
480,Pepper - Scotch Bonnet,45.0,73.72,metal,Mauv,5.05,Kayveo,158.93,1/20/2020
481,"Beef - Tenderlion, Center Cut",83.57,94.16,plastic,Yellow,2.6,Meevee,23.57,3/6/2017
482,Beets - Mini Golden,5.64,19.81,wood,Green,5.48,Riffpedia,931.06,1/22/2010
483,Blueberries,42.19,51.5,metal,Violet,1.06,Topicware,681.45,8/25/2014
484,Dragon Fruit,88.53,70.54,wood,Crimson,3.12,Cogibox,608.12,2/26/2019
485,"Corn - Cream, Canned",78.51,77.22,wood,Crimson,8.61,Bubbletube,817.12,10/21/2021
486,Urban Zen Drinks,23.53,45.8,glass,Pink,6.66,Wordware,113.68,3/20/2013
487,Pastry - Mini French Pastries,86.82,4.4,plastic,Green,6.37,Zooveo,727.31,1/20/2012
488,Soup Knorr Chili With Beans,58.05,17.51,glass,Fuscia,0.52,Twimbo,160.17,2/7/2001
489,Propel Sport Drink,95.63,71.34,plastic,Maroon,1.56,Edgeblab,280.52,2/24/2009
490,"Beans - Kidney, Canned",98.06,38.15,plastic,Goldenrod,3.14,Jamia,492.65,3/22/2005
491,Wine - Alicanca Vinho Verde,1.37,90.75,metal,Yellow,5.56,Riffpath,379.04,11/20/2018
492,Turnip - Wax,82.16,70.75,metal,Khaki,1.91,Linkbuzz,466.58,1/25/2009
493,"Lamb - Pieces, Diced",36.96,32.68,wood,Pink,1.4,Einti,106.41,7/18/2001
494,Pasta - Orecchiette,63.24,89.66,glass,Green,3.44,Mita,372.81,3/10/2021
495,Wine - Piper Heidsieck Brut,39.54,67.08,glass,Khaki,4.32,Fivebridge,834.71,1/12/2004
496,Zucchini - Green,25.29,98.22,wood,Teal,3.64,Oyonder,578.4,9/12/2010
497,"Chilli Paste, Ginger Garlic",6.69,33.91,glass,Puce,3.63,Wordtune,304.73,12/3/2021
498,Mushroom Morel Fresh,53.09,26.04,wood,Crimson,3.38,Zoomcast,732.12,12/8/2020
499,Dates,59.45,4.59,wood,Puce,2.55,Teklist,11.64,11/17/2002
500,"Lobster - Tail, 3 - 4 Oz",26.58,25.14,plastic,Maroon,2.4,Yabox,571.19,8/24/2016
501,Pepper - Yellow Bell,36.41,63.17,wood,Orange,0.88,Skinder,557.85,4/18/2002
502,"Bread - Roll, Canadian Dinner",84.02,90.54,metal,Mauv,7.8,Fatz,923.24,10/13/2020
503,Beer - Sleemans Honey Brown,5.84,35.45,plastic,Teal,8.63,Blogspan,133.76,1/2/2018
504,Bread - Olive Dinner Roll,58.86,59.64,wood,Aquamarine,3.4,Flipstorm,137.71,7/16/2018
505,Raspberries - Frozen,10.58,76.76,plastic,Pink,6.01,Kare,174.39,2/2/2020
506,Coconut Milk - Unsweetened,83.82,57.07,plastic,Red,4.2,Brainsphere,303.44,3/20/2017
507,Cod - Fillets,77.33,58.15,glass,Pink,2.27,Divanoodle,625.35,4/18/2008
508,Bread - Kimel Stick Poly,57.76,26.76,glass,Blue,2.95,Edgeblab,670.18,11/22/2015
509,Chevril,23.33,60.33,plastic,Mauv,3.35,Meezzy,639.91,8/1/2005
510,Duck - Fat,41.07,97.98,glass,Purple,3.32,Buzzshare,573.26,4/23/2015
511,Wine - Placido Pinot Grigo,26.31,63.73,plastic,Turquoise,8.71,Zoomcast,404.95,6/13/2005
512,Pork - Inside,65.12,98.22,wood,Turquoise,2.65,Eimbee,379.49,4/12/2003
513,"Tabasco Sauce, 2 Oz",46.3,81.88,wood,Maroon,2.75,Yata,797.53,11/16/2010
514,Nescafe - Frothy French Vanilla,41.53,22.37,metal,Fuscia,7.83,Voonyx,143.74,5/28/2002
515,Puree - Mango,67.06,50.21,plastic,Blue,4.54,Rhyzio,655.8,8/27/2017
516,Lettuce - Lambs Mash,18.33,19.04,metal,Puce,2.94,Skivee,295.05,9/17/2013
517,"Pineapple - Canned, Rings",64.16,84.73,glass,Turquoise,6.09,Browsetype,211.87,1/9/2008
518,"Juice - V8, Tomato",71.56,93.71,glass,Puce,2.05,Skyndu,823.84,12/5/2019
519,Buffalo - Short Rib Fresh,60.17,54.61,wood,Blue,0.6,Jatri,604.79,12/31/2009
520,Pastry - Chocolate Marble Tea,74.4,23.22,glass,Puce,5.75,Avamba,327.71,1/7/2005
521,Wine - White Cab Sauv.on,35.42,49.23,metal,Crimson,1.82,Tagfeed,972.4,12/6/2004
522,"Mushroom - Trumpet, Dry",54.66,72.87,metal,Khaki,2.46,Quinu,944.79,8/20/2003
523,Limes,73.01,20.58,plastic,Indigo,8.95,Minyx,944.84,9/26/2017
524,Soup Bowl Clear 8oz92008,61.12,6.59,metal,Blue,4.29,Jaloo,668.87,2/27/2009
525,"Lemonade - Mandarin, 591 Ml",20.88,65.23,glass,Yellow,8.94,Wikibox,736.15,8/7/2008
526,Foie Gras,1.51,71.02,metal,Purple,3.34,Skimia,268.99,4/16/2017
527,"Crab - Claws, Snow 16 - 24",15.23,74.49,metal,Turquoise,0.19,Realcube,303.31,8/22/2002
528,"Yogurt - Strawberry, 175 Gr",73.2,17.94,glass,Blue,1.65,Viva,135.83,7/20/2009
529,Beer - Sleemans Honey Brown,43.51,64.84,metal,Goldenrod,4.69,Youtags,48.34,3/12/2008
530,External Supplier,81.87,31.25,metal,Khaki,5.51,Reallinks,120.94,10/26/2011
531,Juice - Orange 1.89l,90.84,17.53,wood,Goldenrod,8.6,Dynava,17.21,4/1/2008
532,Soup - Campbells Chili,41.76,82.13,wood,Green,9.49,Zoomdog,459.66,1/15/2012
533,Appetizer - Crab And Brie,90.5,39.52,plastic,Teal,0.57,Gabvine,178.73,7/26/2002
534,Appetizer - Chicken Satay,41.91,76.32,wood,Purple,1.31,Voolith,915.08,2/13/2014
535,Relish,44.63,78.36,wood,Maroon,1.85,Twitterbeat,954.84,5/12/2008
536,Bandage - Flexible Neon,27.1,31.82,metal,Blue,2.61,Feednation,189.66,2/9/2012
